Species,Fire exposure (%),Metal exposure (%)
Tachigali_goeldiana,4.35,3.53
Tachigali_guianensis,2.13,16.46
Tachigali_macrostachya,2.13,0
Tachigali_melanocarpa,0.56,5.66
Tachigali_micropetala,1.17,3.82
Tachigali_odoratissima,0.4,1.27
Tachigali_paraensis,2.42,8.72
Tachigali_prancei,15.42,2.08
Tachigali_richardiana,0.02,0.24
Tachigali_setifera,3.35,8.93
Tachigali_vasquezii,0.03,0
Talinum_paniculatum,2.24,3.9
Talinum_triangulare,3.27,0.47
Talisia_acutifolia,0.59,0.72
Talisia_cerasina,2.79,14.43
Talisia_cupularis,1.33,8
Talisia_dasyclada,0.47,0.45
Talisia_esculenta,8.18,3.61
Talisia_ghilleana,0.73,0.09
Talisia_hexaphylla,2.22,48.99
Talisia_laevigata,0.34,0.01
Talisia_macrophylla,1.72,14.65
Talisia_marleneana,2.71,4.76
Talisia_megaphylla,0.75,13.63
Talisia_obovata,3.77,22.77
Talisia_pilosula,0,0
Talisia_praealta,0.25,3.82
Talisia_retusa,6.58,9.13
Talisia_veraluciana,2.05,2.23
Tanaecium_affine,2.02,0
Tanaecium_jaroba,2.04,7.73
Tanaecium_xanthophyllum,3.98,6.72
Tapeinostemon_longiflorum,0.25,0
Tapeinostemon_spenneroides,0.27,6.17
Tapirira_guianensis,2.94,20.1
Tapirira_retusa,1.83,3.29
Tapura_amazonica,2.78,12.38
Tapura_coriacea,0.59,1.66
Tapura_guianensis,1.38,17.36
Tapura_juruana,1.66,2.25
Tapura_lanceolata,0.68,0.52
Tapura_peruviana,0.85,3.24
Tapura_singularis,2.55,7.46
Tapura_tessmannii,2.75,0
Tassadia_aristata,3.3,6.01
Tassadia_berteroana,3.73,1.76
Tassadia_guianensis,0.8,4.34
Tassadia_obovata,1.39,11.42
Tassadia_ovalifolia,3.3,8.17
Tassadia_propinqua,2.64,11.18
Tassadia_trailiana,3.49,4.29
Telitoxicum_duckei,2.64,1.48
Telitoxicum_krukovii,2.13,3.29
Telitoxicum_rodriguesii,1.52,0.01
Temnadenia_ornata,11.1,4.33
Tepuianthus_aracensis,0,0
Tepuianthus_sarisarinamensis,0.23,0.14
Terminalia_amazonia,2.02,15.19
Terminalia_lucida,13.22,10.84
Terminalia_oblonga,2.41,8.29
Ternstroemia_borbensis,0,0
Ternstroemia_krukoffiana,0.46,0
Tessaria_integrifolia,2.27,9.11
Tetracera_amazonica,0.3,0
Tetracera_costata,0.9,5.49
Tetracera_surinamensis,0.35,15.17
Tetracera_volubilis,1.23,8.21
Tetragastris_hostmannii,0.1,4.67
Tetragastris_panamensis,1.94,15.22
Tetralocularia_pennellii,4.5,0.08
Tetrameranthus_duckei,0.13,0.86
Tetrameranthus_guianensis,0.12,4.88
Tetrameranthus_laomae,1.5,2.15
Tetrapterys_discolor,2.59,10.89
Tetrapterys_mucronata,2.79,15.73
Tetrapterys_styloptera,1.48,16.08
Tetrastylidium_peruvianum,0.21,0.83
Tetrathylacium_macrophyllum,0.88,5.53
Tetrorchidium_andinum,0.04,8.16
Tetrorchidium_macrophyllum,0.98,3.22
Tetrorchidium_rubrivenium,1.15,5.48
Theobroma_bicolor,1.2,4.71
Theobroma_cacao,1.23,6.1
Theobroma_canumanense,0.15,3.78
Theobroma_grandiflorum,2.55,9.57
Theobroma_microcarpum,2.2,4.83
Theobroma_obovatum,0.84,2.73
Theobroma_sinuosum,1.26,0
Theobroma_speciosum,4.68,9.56
Theobroma_subincanum,2.23,13.71
Thevetia_peruviana,2.01,3.35
Thinouia_myriantha,3.4,6.75
Thismia_singeri,0.6,0
Thoracocarpus_bissectus,2.2,16.96
Thurnia_sphaerocephala,0.82,6.97
Thyrsodium_puberulum,0.23,2.34
Thyrsodium_spruceanum,2.17,14.76
Thysanostemon_fanshawei,0,0.02
Tibouchina_aspera,3.3,17.61
Tibouchina_bipenicillata,1.34,0.23
Tibouchina_edmundoi,18.21,0.01
Tibouchina_geitneriana,0.59,0.79
Tibouchina_llanorum,5.81,3.81
Tibouchina_longifolia,2.66,5.62
Tibouchina_ochypetala,1.04,2.58
Ticorea_foetida,0.4,0
Tilesia_baccata,0.67,14.58
Tillandsia_adpressiflora,1.89,13.75
Tillandsia_complanata,1.27,4.63
Tillandsia_paraensis,2.79,18.31
Tillandsia_polystachia,4.31,7.79
Tillandsia_pruinosa,0.29,0.61
Tococa_bullifera,1.28,9.26
Tococa_caudata,0.51,1.16
Tococa_ciliata,0.82,1.13
Tococa_cinnamomea,0.34,2.06
Tococa_desiliens,0,0
Tococa_hirta,0.11,0.09
Tococa_lancifolia,0.22,0.3
Tococa_macrophysca,0.63,0.4
Tococa_parviflora,2.36,1.55
Tococa_quadrialata,2.21,1.66
Tococa_rotundifolia,0.16,0.23
Tococa_stephanotricha,2.16,1.85
Tococa_tepuiensis,0.35,0.33
Tocoyena_brasiliensis,10.95,7.09
Tocoyena_longiflora,1.55,19.05
Tocoyena_neglecta,2.14,11.27
Tonina_fluviatilis,1.58,13.51
Tontelea_attenuata,2.18,16.65
Tontelea_congestiflora,2.29,10.52
Tontelea_corymbosa,1.07,1.69
Tontelea_cylindrocarpa,2.04,5.37
Tontelea_passiflora,2.01,15.05
Toulicia_bullata,2.48,0
Toulicia_guianensis,2.51,14.71
Tournefortia_bicolor,2.14,18.04
Tournefortia_foetidissima,6.23,0.01
Tournefortia_hirsutissima,1.54,1.47
Touroulia_amazonica,0.36,0.39
Touroulia_guianensis,0.93,7.45
Tovomita_acutiflora,0.65,5.52
Tovomita_auriculata,4.36,1.05
Tovomita_brevistaminea,1.07,4.88
Tovomita_calodictyos,0.03,1.86
Tovomita_carinata,0.15,20.34
Tovomita_clarkii,0.08,0.07
Tovomita_fructipendula,3.51,14.5
Tovomita_gracilipes,0.32,4.05
Tovomita_grata,1.01,9.83
Tovomita_guianensis,0.15,6.23
Tovomita_krukovii,2.16,2.08
Tovomita_longifolia,1.23,10.97
Tovomita_micrantha,2.92,0.24
Tovomita_obscura,0.75,0.01
Tovomita_schomburgkii,0.58,8.06
Tovomita_tenuiflora,0.93,29.21
Tovomita_umbellata,2.49,17.4
Toxicodendron_striatum,1,4.59
Toxosiphon_trifoliatus,1.94,3.83
Trattinnickia_burserifolia,3.18,18.54
Trattinnickia_peruviana,1.93,5.75
Trattinnickia_rhoifolia,3.64,19.29
Trema_micrantha,3,17.77
Trichanthecium_auricomum,0,0
Trichanthecium_rivale,0.28,9.63
Trichilia_areolata,2.5,1.67
Trichilia_bullata,5.39,2.28
Trichilia_cipo,2.16,7.12
Trichilia_elsae,2.03,1.9
Trichilia_euneura,1.62,7.49
Trichilia_fasciculata,6.31,4.7
Trichilia_gamopetala,0.07,0
Trichilia_hispida,0.42,0.85
Trichilia_lecointei,4.07,1.75
Trichilia_pachypoda,2.5,2.32
Trichilia_pallida,2.56,18.63
Trichilia_pittieri,1.06,2.02
Trichilia_poeppigii,1.19,6.56
Trichilia_quadrijuga,2.96,19.89
Trichilia_rubra,2.13,19.81
Trichilia_schomburgkii,2.29,14.89
Trichilia_septentrionalis,2.16,20.82
Trichilia_singularis,2.78,7.85
Trichilia_solitudinis,1.5,7.04
Trichocentrum_fuscum,0,0
Trichocentrum_lanceanum,0.97,0.01
Trichopilia_fragrans,1.93,2.4
Trichosalpinx_egleri,5.72,24.39
Trichosalpinx_intricata,0.04,0.59
Trichospira_verticillata,2.3,11.26
Trichostigma_octandrum,1.71,11.69
Tridens_flaccidus,2.45,0.3
Trigonia_candelabra,3.98,5.25
Trigonia_killipii,4.85,9.38
Trigonia_sericea,2.68,2.49
Trigonia_spruceana,0.33,1.85
Trigonia_virens,1.63,2.45
Trigonidium_acuminatum,2.12,10.72
Trigonidium_macranthum,0.15,0
Trigynaea_lagaropoda,0,0.73
Trimezia_martinicensis,0.7,4.96
Triolena_hirsuta,0.27,0.46
Triphora_amazonica,0.53,0
Triplaris_dugandii,0.09,3.34
Triplaris_physocalyx,0,2.68
Triplaris_setosa,1.97,1.46
Triplaris_weigeltiana,1.34,14.78
Tripogandra_serrulata,0.91,4.52
Tripsacum_australe,5.04,2.86
Trischidium_alternum,2.84,9.5
Trischidium_racemulosum,2.07,17.96
Triumfetta_lappula,2.97,12.23
Triuris_hyalina,0.06,1.03
Trymatococcus_oligandrus,0.61,0.58
Turbina_corymbosa,2.47,2.4
Turnera_acuta,2.12,3.58
Turnera_brasiliensis,7.22,10.11
Turnera_guianensis,1.16,3.36
Turnera_kuhlmanniana,0.12,0
Turnera_macrophylla,3.97,3.74
Turnera_scabra,1.39,2.12
Turnera_subulata,2.59,3.73
Turpinia_occidentalis,2.5,6.5
Tyleria_terrae-humilis,0,0
Tynanthus_panurensis,2.8,1.62
Tynanthus_polyanthus,3.44,14.6
Tynanthus_pubescens,2.66,14.43
Ugni_myricoides,1.21,4.82
Uncaria_guianensis,3.39,15.57
Uncaria_tomentosa,1.74,11.08
Unonopsis_duckei,1.12,4.75
Unonopsis_elegantissima,0.33,0.57
Unonopsis_glaucopetala,0.23,4.74
Unonopsis_guatterioides,3.11,17.89
Unonopsis_peruviana,0.07,1.22
Unonopsis_rufescens,1.01,4.78
Unonopsis_spectabilis,1.11,7.8
Unonopsis_stipitata,0.78,10.21
Unxia_suffruticosa,0.25,5.65
Urera_capitata,2,0.01
Utricularia_alpina,0.29,5.76
Utricularia_breviscapa,3.81,7.84
Utricularia_hispida,0.85,7.49
Utricularia_myriocista,5.24,11.46
Utricularia_triloba,3.23,6.83
Utricularia_viscosa,4.4,5.59
Valeriana_scandens,1.97,3.71
Vallea_ecuadorensis,0.04,0.05
Vallea_stipularis,0.7,3.97
Vanilla_bicolor,0.4,4
Vanilla_hostmannii,0,0
Vanilla_mexicana,0.24,4.99
Vanilla_palmarum,2.48,3.93
Vanilla_sprucei,0.08,0.27
Vantanea_celativenia,2.28,0
Vantanea_guianensis,1.47,8.9
Vantanea_ovicarpa,0.03,1.36
Vantanea_parviflora,0.91,11.93
Vasconcellea_glandulosa,4.3,4.39
Vasivaea_podocarpa,0.37,1.09
Vassobia_dichotoma,2.11,3.28
Vatairea_fusca,2.89,5.93
Vataireopsis_iglesiasii,0.4,3.66
Vataireopsis_speciosa,3.06,11.49
Vataireopsis_surinamensis,0.16,7.07
Vaupesia_cataractarum,0.09,0.14
Vernonanthura_yurimaguasensis,1.78,0.62
Victoria_amazonica,2.63,0.99
Vigna_lasiocarpa,2.14,2.22
Virola_calophylla,2.16,15.26
Virola_calophylloidea,0.59,0
Virola_decorticans,1.34,2.15
Virola_dixonii,0.42,0.17
Virola_flexuosa,1.61,7.64
Virola_guggenheimii,0.8,0
Virola_kwatae,0.06,0.37
Virola_malmei,20.52,0.96
Virola_mollissima,1.8,44.38
Virola_multicostata,0.22,5.98
Virola_multinervia,1.51,10.32
Virola_peruviana,1.4,9.2
Virola_reidii,0.12,0.3
Virola_rugulosa,16.21,0
Virola_surinamensis,2.54,21.5
Virola_venosa,3.6,12.81
Vismia_baccifera,0.72,7.49
Vismia_bemerguii,9.49,6.24
Vismia_confertiflora,3.12,9.56
Vismia_floribunda,1.61,7.92
Vismia_gracilis,3.06,20.09
Vismia_guianensis,2.72,16.95
Vismia_lauriformis,0.53,9.14
Vismia_macrophylla,1.87,21.53
Vismia_minutiflora,3.18,15.37
Vismia_plicatifolia,5.17,3.86
Vismia_ramuliflora,0.05,0
Vismia_schultesii,2.66,9.24
Vismia_sessilifolia,0.57,36.21
Vismia_subcuneata,2.09,6.34
Vismia_tenuinervia,3.65,3.14
Vitex_calothyrsa,0.2,0.38
Vitex_compressa,1.93,25.41
Vitex_duckei,4.14,6.6
Vitex_excelsa,3.35,3.68
Vitex_froesii,25.12,0
Vitex_klugii,0.84,2.76
Vitex_odorata,1.06,0
Vitex_orinocensis,1.49,10.33
Vitex_panshiniana,10.24,5.48
Vitex_schunkei,0.21,1.52
Vochysia_angustifolia,0.22,3.94
Vochysia_biloba,1.05,4.32
Vochysia_calophylla,0.11,0.45
Vochysia_cayennensis,0,0.01
Vochysia_citrifolia,4.83,2.87
Vochysia_crassifolia,1.11,2.66
Vochysia_ferruginea,3.09,20.34
Vochysia_haenkeana,8.15,6.78
Vochysia_ingens,1.06,0
Vochysia_inundata,3.63,9.44
Vochysia_laxiflora,0.17,0.02
Vochysia_lehmannii,2.95,1.87
Vochysia_mapirensis,2.01,6.47
Vochysia_mapuerae,3.17,2.81
Vochysia_moskovitsiana,0,0.29
Vochysia_obscura,3.62,10.96
Vochysia_pachyantha,0.16,0.01
Vochysia_parviflora,3.83,0.15
Vochysia_pinkusii,1.47,0.04
Vochysia_sabatieri,1.23,0.02
Vochysia_spathiphylla,0.36,1.16
Vochysia_splendens,0.29,0.85
Vochysia_sprucei,8.35,0
Vochysia_tetraphylla,0.36,5.44
Vochysia_tomentosa,0.23,5.54
Votomita_monadelpha,16.21,0
Vouacapoua_macropetala,0.1,0
Vouacapoua_pallidior,0.69,3.97
Vouarana_anomala,0.65,3.97
Vouarana_guianensis,1.81,8.67
Voyria_aurantiaca,0.71,1.86
Voyria_caerulea,0.76,2.74
Voyria_chionea,0.86,0.72
Voyria_spruceana,1.18,8.11
Voyria_tenella,2.59,15.35
Vriesea_chrysostachys,1.04,1.44
Vriesea_heliconioides,2.1,3.35
Waltheria_involucrata,0.97,1.36
Waltheria_viscosissima,4.48,5.95
Warszewiczia_ambigua,0.93,0.01
Warszewiczia_coccinea,1.63,12.07
Warszewiczia_cordata,1.03,3.77
Warszewiczia_longistaminea,10.48,0
Warszewiczia_schwackei,3.23,7.81
Weddellina_squamulosa,4.58,9.61
Wedelia_calycina,0.98,6.4
Wedelia_rudis,4.45,4.36
Wendlandiella_gracilis,2.05,3.52
Werauhia_gladioliflora,0.33,7.18
Wettinia_aequatorialis,0,0.14
Wettinia_drudei,0.19,2.5
Williamodendron_spectabile,0.4,0
Wissadula_excelsior,3.14,17.37
Wissadula_periplocifolia,4.37,1.13
Witheringia_solanacea,0.9,7.73
Wittmackanthus_stanleyanus,0.8,4
Wolffiella_oblonga,2.45,1.19
Xanthosoma_granvillei,0.09,0.69
Xanthosoma_hylaeae,4.18,5.23
Xanthosoma_poeppigii,1.76,4.45
Xanthosoma_striatipes,7.69,6.11
Xanthosoma_viviparum,0.12,3.07
Xanthosoma_weeksii,0.08,0.02
Xylobium_foveatum,0.64,7.16
Xylophragma_platyphyllum,7.22,5.32
Xylophragma_seemannianum,3.34,6.02
Xylopia_amazonica,2.87,13.79
Xylopia_aromatica,4.28,17.88
Xylopia_calophylla,1.8,8.87
Xylopia_conjungens,3.39,1.35
Xylopia_crinita,0.46,2.85
Xylopia_cuspidata,2.07,6.49
Xylopia_frutescens,3.48,15.43
Xylopia_ligustrifolia,2.03,5.04
Xylopia_multiflora,1.43,3.41
Xylopia_plowmanii,1.68,0.94
Xylopia_sericea,3.59,17.08
Xylosma_benthamii,3.09,18.47
Xyris_aquatica,4.39,7.89
Xyris_calderonii,0.03,0
Xyris_cylindrostachya,3.48,0.01
Xyris_cyperoides,0.09,6.85
Xyris_esmeraldae,0.2,0.17
Xyris_fallax,3.25,12.87
Xyris_globosa,0.53,0.73
Xyris_jupicai,2.1,15.17
Xyris_lacerata,6.19,6.68
Xyris_lugubris,0.34,0.02
Xyris_malmeana,3.07,10.07
Xyris_rubrolimbata,0.88,3.91
Xyris_savanensis,3.07,12.15
Xyris_spruceana,0.1,0.06
Xyris_subuniflora,0.55,1.47
Xyris_uleana,0.97,9.78
Zamia_amazonum,0.47,1.85
Zamia_cupatiensis,0.06,0.15
Zanthoxylum_acuminatum,0.97,4.24
Zanthoxylum_amapaense,5.58,5.88
Zanthoxylum_compactum,1.36,8.58
Zanthoxylum_ekmanii,5.23,16.67
Zanthoxylum_formiciferum,0,1.73
Zanthoxylum_paulae,0.34,13.28
Zanthoxylum_riedelianum,7.71,9.69
Zapoteca_amazonica,2.37,1.95
Zapoteca_caracasana,2.11,3.99
Zapoteca_portoricensis,3.95,4.83
Zinowiewia_australis,1.68,3.81
Zollernia_kanukuensis,1.52,6.17
Zornia_latifolia,4.19,16.99
Zygia_ampla,4.89,19.27
Zygia_basijuga,0.53,3.44
Zygia_cataractae,3.28,17.42
Zygia_claviflora,0.31,1.9
Zygia_coccinea,1.36,5.35
Zygia_inaequalis,2.17,16.19
Zygia_juruana,2.56,10.18
Zygia_lathetica,0.1,0.28
Zygia_longifolia,1.19,4.14
Zygia_potaroensis,0,0
Zygia_sabatieri,0.13,0.54
